senha,tempo
1,0.14646310017281824
2,1.6640606510875509
3,2.7600989639771742
4,1.6078563105831956
5,0.2920106514887322
6,0.6710540586201863
7,6.713912102274959
8,1.086831514065786
9,0.3547700235774438
10,0.11130898706467414
11,1.8146347150782685
12,1.1000337152491202
13,0.4967683970876404
14,0.2522494569724674
15,2.494609024833464
16,1.156934947668851
17,0.4915735937198631
18,0.35389819403535855
19,0.7030549093714744
20,0.08258276645061124
21,0.3312577297892694
22,1.6696730197710057
23,3.185187839870984
24,0.38593453760640495
25,1.2280996931298087
26,0.5112383154955834
27,1.985677480371871
28,2.635919650502557
29,0.41913572361610363
30,3.390871020359678
31,0.23409142667085187
32,0.07394279882568996
33,2.215012002751746
34,0.839340847898483
35,0.3774905033290359
36,0.6438044620754518
37,0.11750388313883814
38,1.0412197032071628
39,2.766322211786175
40,1.539022349167157
41,0.11135071625591997
42,0.4277275753507789
43,2.8227379699849022
44,4.282295817681332
45,1.727423241637747
46,0.5400492224562665
47,3.182585893134033
48,1.0731850340836244
49,2.4759275126692106
50,0.45856170183448103
51,4.922657333909093
52,2.619381456289481
53,0.18673749922172506
54,1.0811725190075103
55,2.4151921350911456
56,1.18456348277227
57,0.06757710749568678
58,1.7346460717487933
59,4.220587208992625
60,2.1448293222344152
61,0.5024714359849685
62,1.8194977626170206
63,0.4184916868461209
64,0.2737787273670812
65,4.1156798329167845
66,4.783985471145719
67,1.861649559111594
68,0.2870384071233746
69,0.041635128411806575
70,1.0670162791730857
71,0.9209348170502318
72,0.383947799914655
73,1.434459079671624
74,0.8045124637337371
75,0.36359797821354345
76,1.8231887439578947
77,2.2416071245480715
78,1.1404464582415406
79,3.1156202667447976
80,1.7414755288594423
81,0.5866797757467634
82,1.3029710909380736
83,0.35048563819726397
84,0.28104774001297106
85,0.5998154652096448
86,1.1212308463213119
87,0.7214560425673893
88,3.3283438999387234
89,0.27692293398050893
90,1.5017704896076012
91,2.4981460641850823
92,1.0309986088166128
93,1.3389849190022456
94,2.3656390527487337
95,0.16253270376865758
96,0.7268926796561043
97,0.06673814982453571
98,1.3904210131505879
99,0.31111618696612153
100,0.343044884787477
101,0.6991448903820979
102,2.079319438380807
103,0.6752369510111044
104,2.1491479598624084
105,0.5402900191720273
106,0.9711745062426418
107,7.532762722132342
108,3.499288575397299
109,0.19245778619247514
110,0.6987911078914656
111,2.2617364905714523
112,0.16370844049643735
113,0.1760583803971731
114,2.761160864194619
115,2.332551731367422
116,4.69410168019479
117,0.3349998139669375
118,0.6652166501447584
119,1.2062170789124997
120,1.1308793504324688
121,0.23186541291728915
122,0.09856328594044769
123,2.8854754868942996
124,1.083405433039668
125,1.7225777794759154
126,6.456236543725483
127,3.2832279149770605
128,0.9361707541648581
129,0.9065880352266383
130,6.5316239204598965
131,2.5858094181541342
132,3.782758867885768
133,0.7879601215903976
134,0.029898925144772798
135,3.045157722527554
136,3.781392699033722
137,0.8933377026283944
138,0.060364903145324625
139,2.7747757968757387
140,0.7270116140908816
141,3.5950106277672065
142,1.9817726515342315
143,1.310627948440325
144,1.3379296284235214
145,0.8720698630761514
146,0.23216765222574115
147,0.10748754592705959
148,0.15922868895188375
149,0.7209500065411135
150,2.1060371639486295
151,0.14421317511324047
152,0.5540123505226097
153,0.020344069610489894
154,1.191739823975442
155,0.2936619745294384
156,2.2175496653874904
157,0.4535723573494227
158,2.9421422325364768
159,1.232749822472115
160,1.3179935562758418
161,0.4685041840053984
162,0.4913291812102407
163,0.4980188751987149
164,1.566153036774505
165,2.0366572689497424
166,2.16449815299843
167,1.7207626523517763
168,0.3137650678666187
169,0.4048049615262357
170,1.5891426269591153
171,2.347637226788307
172,0.572737228580256
173,1.6664661120156323
174,2.60772160564309
175,1.064959074587548
176,1.5750619537044948
177,0.40136440800363593
178,1.534322270104999
179,1.1159802387108317
180,0.2531352019296963
181,1.7226345427185077
182,0.8367463736500369
183,2.123625124423301
184,4.296276325724653
185,1.69294447641117
186,4.186491836822166
187,0.502668720538401
188,2.2427490359167335
189,2.3684106075310813
190,0.6120888107851814
191,0.05650373856284322
192,0.4090928204771397
193,1.288743676401439
194,0.931444515654362
195,1.349852006580188
196,0.47236760956591817
197,0.006684768406916564
198,1.0864483398053277
199,1.719348508328581
200,0.9504578394993669
201,0.3226646212025088
202,0.14807355293318109
203,1.2276880655822329
